videoId,title,description,published_at,channel,thumbnail_url,transcripts,generated_by_youtube,original_lang,views,comments,likes
yeah and we hope that you do visit the
Pune facility more and come and visit us
in the tech today studio in Mumbai yeah
and maybe we'll show you around and you
can tell us a little bit more about your
gadgets why not thank you for joining us
thank you very much thank you
[Music]
thank you
[Music]
foreign
[Music]
hello and welcome to an India Today
special broadcast that comes to you from
nurdagi in Turkey I'm gaurav Savant this
place has suffered one of the worst
impacts of the recent earthquake in
turkey and over the course of the
broadcast we will get you details of how
not just Nur dagi but turkey is coping
with the aftermath of the earthquake
even on day five efforts are on to
locate people to rescue people from the
rubble and we get you those heroic Tales
of people risking their lives braving
oats including an inclement whether it's
minus six degrees at night and saving
lives we bring you this special
broadcast
thank you
[Music]
entire cities reduced to dust
while one team here is engaged in this
task the other team is making another
cavity there on the other side so this
is what you see here uh you know Skyrim
and pulsing will will show you this was
a six toilet building you can see the
adjoining building also equally damaged
Race Against Time to save lives
it's said that a dog is a man's best
friend and in this instance both Julie
and Romeo have actually proven to be a
man's best friend they proved critical
the sniffer dog Squad of the ndrf team
India helps in rescue and relief
India Today joins the heroes
their own miniversity
foreign
the death toll in this devastating
